DOENÇA DE CHAGAS AGUDA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Região de notificação e Faixa Etária
Período:2010-2024
"Região de notificação";"<1 Ano";"1-4";"5-9";"10-14";"15-19";"20-39";"40-59";"60-64";"65-69";"70-79";"80 e +";"Total"
"1 Região Norte";53;190;328;380;378;1499;1087;155;122;150;44;4386
"2 Região Nordeste";1;7;10;12;11;52;46;6;6;7;4;162
"3 Região Sudeste";7;2;1;-;1;3;4;2;1;1;2;24
"4 Região Sul";4;2;-;-;-;4;3;1;-;-;1;15
"5 Região Centro-Oeste";1;-;-;-;-;9;24;1;3;1;1;40
"Total";66;201;339;392;390;1567;1164;165;132;159;52;4627
 Fonte: Ministério da Saúde/SVSA - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para tabular dados epidemiológicos de um determinado ano selecione na linha a variável de interesse, na Coluna Ano dos 1ºs sintomas;
 em Períodos Disponíveis assinale o ano inicial da série e todos os posteriores até o ano atual (p/ incluir casos notificados com atraso).
 Dados de 2007 atualizados em 08/01/2013.
 Dados de 2008 a 2010 atualizados em 13/06/2013.
 Dados de 2011 e 2012 atualizados em 01/08/2013.
 Dados de 2013 atualizados em 16/01/2015.
 Dados de 2014 e 2015 atualizados em 03/04/2018.
 Dados de 2016 atualizados em 04/09/2019 e correção em 2021 de forma de infecção de casos pertencentes a UF AC.
 Dados de 2017 atualizados em 01/11/2018.
 Dados de 2018 atualizados em 04/09/2019 e correção em 2021 de variável data de início de sintomas de caso pertencente a UF PA.
 Dados de 2019 atualizados em 29/09/2020.
 Dados de 2020 atualizados em 29/06/2021.
 Dados de 2021 atualizados em 01/12/2022 e correção em 2023 de casos pertencentes a UF BA.
 Dados de 2022 atualizados em 17/08/2024, correção realizada em 26/11/2024 de variável de forma de infecção de caso pertencente a UF PA.
 Dados de 2023 atualizados em 30/08/2024, dados sujeitos à revisão.
 Dados de 2024 atualizados em 23/06/2025, dados sujeitos à revisão.
  Dados a partir de 2020 a 2023 do Espírito Santo não estão disponíveis, pois são oriundos do Sistema de Informação e-SUS VS, em uso pelo estado desde janeiro de 2020. Entretanto, para o ano de 2024, os casos notificados no e-SUS VS, foram compilados
 Dados disponibilizados no TABNET em outubro de 2025.
 
